submission_date,reviewer_id,product_id,product_name,product_brand,site_category_lv1,site_category_lv2,review_title,overall_rating,recommend_to_a_friend,review_text,reviewer_birth_year,reviewer_gender,reviewer_state
2018-01-01 06:24:15,7dbf4ab6cd6d4295e520e54b16c6c87b53e27c4ada79e0c53f76f97e81da59ce,28468836,Cantoneira Mão Francesa Nº05 Ferro Fundido - Tamanho 22x30cm,,Casa e Construção,Ferragem,Indicaria pelo preço,2,Yes,O produto tem um acabamento regular. A parte final as peças vieram com o corte torto. Vale pelo preço mais acessível se comparado com outros lojas.,1984.0,F,SP
2018-01-01 06:24:15,2609aa11b7edf7bb0b424fbdefb8bb81dd7185aa7d7552fc51a16ccabedc1e61,27987829,Acessórios para Boneca - Baby Alive - Refil Comidinha de Massinha - Hasbro,,Brinquedos,Bonecas,Achei que era melhor,2,No,Achei o produto muito inferior  Pois as bonecas tem uma qualidade bem melhor porém esse kit deixou muito a desejar as massinhas são tão pequenas que teria quase que comprar umas 3 de cada pra fazer alguma coisa  Masssss ok,1971.0,F,MG
2018-01-01 06:25:57,40ef245732e7fe7c5ba92f30fd1ede31020e50e287c7e0015022905f945194db,21768017,Cafeteira Italiana De Alumínio Preta 9 Xicaras Cafés,,Utilidades Domésticas,Utensílios e Acessórios Domésticos,Ótimo produto,5,Yes,Adorei a cafeteira.  O encaixe é perfeito e não passa pó para o café  pronto(minha antiga passava),1981.0,F,MG
2018-01-01 06:26:56,90e341576dafdf405f2af0f4e3653148cbcb2d9d0299b5aaf7003f3fae2c5c58,313975,Panificadora Multi Pane - Britânia,britania,Eletroportáteis,Cozinha Criativa,Ótimo produto,5,Yes,Adorei agora faço meus pães em casa com muito mais qualidade e muito mais saudáveis,1981.0,F,SP
2018-01-01 06:27:57,63538424d49749c7b23ec46a0055903bc35a576e705deef9837f077c7edacfc4,129542661,"Smartphone Samsung Galaxy On 7 Dual Chip Android 5.1 Tela 5.5"" 16GB 4G Câmera 13MP - Dourado",samsung,Celulares e Smartphones,Smartphone,Galaxy on7,4,Yes,A entrega sempre no prazo e muitas vezes até antes. O produto com um custo benefício muito bom. Recomendo tanto o site quanto o produto.,1966.0,M,RJ
2018-01-01 06:28:34,95659c76ed3dffb4725856e67f4072fc7fd40c73bbedbb882c1ea2eb5679e3f6,121308950,Mesa para Escritório ME4109 Amêndoa - Tecno Mobili,tecno mobili,Móveis,Mesa,Ótima mesa,5,Yes,"Resistente, bonita e super espaçosa. Serviu muito bem para o que foi comprada!!!",1991.0,F,RJ
2018-01-01 06:29:03,7244d41bbfe2a1e66fbc70969154cc698236bd9be2157bec9dfed75abc956a4a,27818579,"Cortina Blackout E Voil Pratika Slim 2,60x2,30m Bella Janela",,"Cama, Mesa e Banho",Cortina,Descrição errada,1,No,O produto é completamente diferente da descrição e da foto. Não recomendo.,1986.0,F,SP
2018-01-01 06:30:08,f860e5d58e33e59b66875bca93082bbc640490c3587b110ee45445b3181a356b,28513089,Almofada Bola Pelúcia - Palmeiras,,Decoração,Almofadas e Capas,Produto top!,5,Yes,"Linda bola de pelúcia, acabamento impecável! Poderiam fazer em um tamanho pequeno também, para bebês. Mas o produto é muito bom.",1989.0,,SP
2018-01-01 06:31:14,dfa7cb6665a2a2d793ba98fd62b302505c40bf558b94363d18dddc2e1bbcadd6,129883748,Ventilador de Chão Britânia C50 Turbo Oscillation 3 Velocidades Cromado,britania,Casa e Construção,Climatização,Comprei conta data de entrega dia 18:12:2017 e ate 01:01:2018 não chegou.,1,No,"Isso e um absurdo ate agora não entregou, comprei pra entregar ate 18:12:2017 e ate hoje não foi entregue , hoje e dia 01:01;2018",1990.0,M,RJ
2018-01-01 06:31:31,9649c26de658ce931b6f25a3454f2bc268137e0d1a7d1b9812cf58ea52d02799,121301977,Forno Elétrico Oster 25L Prata,oster,Eletroportáteis,Forno Elétrico,Forno elétrico 25 l oster,5,Yes,Produto de primeira e o tamanho adequado para 1 a 2 pessoas,1957.0,M,MG
2018-01-01 06:31:40,7b3838dcba03537d61397f4c06745873f90bd5c9753ad03b6f7d8c8885a8c953,9781507,Acqua Posto - Nig Brinquedos,,Brinquedos,Veículos de Brinquedo,Propaganda Enganosa,1,No,Produto de péssima qualidade quase tudo de papelão não acompanha os carrinhos produto de qualidade inferior. Não comprem não iludam seus filhos. produto lixo,1974.0,M,GO
2018-01-01 06:32:55,1bbcaaa63620d7600fce2b80f962f3510b411316a2c2f9fed414e1a15d1e4063,23919429,Película de vidro 3D Premium com bordas fibra de carbono para Apple iPhone 6 Plus (5.5) - Bordas Pre,,Celulares e Smartphones,Acessórios para Celular,Excelente produto,5,Yes,"Muito bom produto excelente,entrega muito rápido recomendadíssimo",1991.0,M,MT
2018-01-01 06:35:10,89c023fe1f7290f7c2bc693b96ddda98dd9bb95d0ca6e7dd9cf918d4487278d0,14070781,Gerador De Energia À Gasolina 6000w 13hp Mg-6000cl Motomil,,Ferramentas e Jardim,Ferramentas Elétricas,??????????????????????,3,Yes,Nunca estive tão esperançoso para receber um produto como este. Porém ainda não se encontra em minha mãos. Portanto prefiro avaliá-lo após sua chegada.  Att.   Amador,1955.0,M,BA
2018-01-01 06:38:37,6577ff5620e14af0396989dc1c488dc2ee062ece8278f191e156d92775cee202,24334737,"Compressor De Ar 2,0hp 24 Litros Tekna 127V",,Ferramentas e Jardim,Compressores e Pistolas de Ar,a loja cancelou a compra,1,No,loja ruim cancelou a compra sem solicitaçao de cancelamento e comunicou o cliente,1982.0,M,RO
2018-01-01 06:38:56,e3883c366a8871f1893fa665e92efe31623b6d2cd9ad7c1d80771407a8366dc7,27525626,Mini Boneca Supresa - LOL - Lil Outrageous Littles - Série 2 - Candide,,Brinquedos,Bonecas,Ótimo!!,5,Yes,Recomendo!! Produto original tudo ok! Entregue dentro do prazo prometido.,1977.0,M,SP
2018-01-01 06:39:32,e82988525288252c05211c83405216d46800038b26820a682a4422d019b4a878,121639169,Skate Street Semiprofissional Shaun White - Estampado,shaun white,Esporte e Lazer,Skate,Qualidade e beleza,4,Yes,"Produto com bom shape, resistente e bonito. Truck com qualidade e macio.",1975.0,M,SP
2018-01-01 06:40:44,42e0f2c31c2bd22b706dd0d0dbdbbc109808c99bd9533a552e944fd6ad96a13d,21825270,Tenda Gazebo 3x3 M - Azul - Bel Fix,,Móveis,,Não recebí o produto,1,No,Até hoje não recebí o produto.... não recomendo a loja pra ninguém. Era presente de Natal....péssimo atendimento nenhum esforço dos atendetes para melhorar entrega....tô fora dessa loja.,1956.0,F,RJ
2018-01-01 06:41:33,43fc1398d4e52bb5535ae463641e4afe9b27a9745b44c20225d9128e58a0d6bc,18237960,Torneira Monocomando Baixa De Vidro Waterfall Cascata,,Casa e Construção,Ferragem,Torneira de vidro,4,Yes,Ótimo produto fácil instalação e muito bonita. Moderna,1974.0,M,SP
2018-01-01 06:42:09,e95e6e14dfabf097fc91558478d903c173b022f87de12cb29cf553bdabf557b7,110757661,Mixer Britânia Mixer e Triturador de Alimentos 2 Preto 200W 2 Velocidades 1 Batedor 1 Mixer com Recipiente e Copo,britania,Eletroportáteis,Mixer e Processador de Alimentos,Maravilhoso,5,Yes,Pequeno compacto mais muitoooooooo eficiente. Ameiiiiiiii Recomendo,1976.0,F,SP
2018-01-01 06:43:01,7ef37a8712ef96b387d311c029eaba0830d35f5c50dbffc27f35414a2a9c3f7f,132532885,Game Forza Motorsport 7 - Xbox One,,Games,Xbox One,Top!,4,Yes,"Ótimo produto, original, recomendo a todos!!! Podem comprar, prazo de entrega dentro do esperado, preço muito atrativo, parabéns as Americanas, farei mais compras futuras.",1984.0,M,MG
2018-01-01 06:43:55,e5b726a924d9fbc33f174766a0c56bdfcde5381ea663d45820e5f252fbfc5b41,132324701,Batedeira Planetaria Philco Php500 Turbo Pr - Preto,,Eletroportáteis,Batedeira e Acessórios,Otimo produto,5,Yes,"Super bonita, potente,  demorou para chegar,  preço otimo,  recomendo",1993.0,M,RS
2018-01-01 06:44:31,9e715f6f6c7f379bab0ed3b51d8f7e3d944b6c75d510b06124699adf841e3ccb,5190659,Whisky Ballantine's Finest - 1L,ballantine´s,Alimentos e Bebidas,Bebidas Alcoólicas,Excelente produto,5,Yes,"Muito bom, principalmente o prazo de entrega, a qualidade no envio do produto",1962.0,M,MG
2018-01-01 06:45:09,0c7fa6ca4716fbb48311cbf7b07f992cb8e7d8bea15eb739a64c98779ac42cdc,25360355,"Tapetes De Sala Peludos 2,00x2,40 Cinza Mesclado Luxo, Felpudo.",,"Cama, Mesa e Banho",Tapetes,Produto show!,4,Yes,"O tapete é suave ao toque, pelos sedosos, a cor mesclada dá um ar maravilhoso ao ambiente.",1956.0,F,SP
2018-01-01 06:45:25,926fd508f3b5cedf93820006947e8afa0aadad77797ff60e9714b1bfcdb8edb2,5700608,Carro Extreme c/ Rádio Controle 7 Funções 1:22 Azul - Candide,candide,Brinquedos,Brinquedos de Controle Remoto,Bateria dura 5 minutos,1,No,Procurei um carrinho com bateria para ficar livre das pilhas. A bateria demora a carregar e dura 5 minutos. O presente de Natal foi uma frustação. Não  recomendo o brinquedo.,1974.0,F,SP
2018-01-01 06:46:15,a2dc589ed43957ef1d4986474b3d221eb4c5e263368d37c7af0415823501505f,16302400,Cafeteira Italiana Em Inox  9 Xícaras Kehome,,Eletroportáteis,Cafeteira,terrível,1,No,"Além de vazar po no café a jarra escurece , péssima qualidade . Tomar café com po na da né",1961.0,M,SP
2018-01-01 06:46:52,fb5a2615c60b3abab4d5859e68320d7a800e772aab67c1e6021d830e0e04b887,25196807,Boneco Falcon Turbocóptero - Estrela,,Brinquedos,Bonecos,Recomendo,5,Yes,Produto muito bom. Atende ao que se propõe. Xxxxxxxxxx xxxxccccxxxxx ososoosososososiisisizizizi Ososoosososiz,1976.0,M,RJ
2018-01-01 06:47:42,a2dc589ed43957ef1d4986474b3d221eb4c5e263368d37c7af0415823501505f,14284347,Fone Ouvido Sem Fio Favix B01 Bluetooth Fm Sd Card Fx-b01 Hi-Wi Mega Bass,,Áudio,Fones de Ouvido,Péssima qualidade,1,No,A primeira vez de uso quando fui guarda o fone na caixa a espuminha saiu do fone e pra colocar no lugar leva muito tempo,1961.0,M,SP
2018-01-01 06:48:31,5060e6fb478a7b1f01c8a48d739f9dc84eb111142612e320111683c060a2aeff,131657539,"Smartphone Samsung Galaxy J2 Prime TV Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Câmera 8MP - Preto",samsung,Celulares e Smartphones,Smartphone,Muito satisfeito,4,Yes,"Recomendo tanto o produto quanto a loja, produto conforme anunciado e entrega antes do prazo previsto...muito bom!!",1977.0,M,RS
2018-01-01 06:49:07,a1aa36c04099224afbb3d333d79cb2e6470d962471e293b21b2f5d4cb74cd138,7022551,Cafeteira Expresso Mondial Espresso Coffee Cream C-08 Preta 15 Bar,mondial,Eletroportáteis,Cafeteira,Não pude testar ainda.,3,Yes,"Não recebi o produto ainda, devido ao feriado da passagem de ano, o produto não chegou ainda em minhas mãos.",1966.0,M,SC
2018-01-01 06:49:25,9849e3268dac82d6107d5f6517ecc3254c9b585ee2e6e7c93aaad9f348e1835f,123298556,Pen Drive 32GB Sandisk Ultra Dual Drive USB 3.0 - Preto,sandisk,Informática e Acessórios,Pen Drive,A imagem não condiz com o produto,3,No,Comprei este Pen drive só que a imagem não condiz com o produto. Veio de outro modelo.,1978.0,F,BA
2018-01-01 06:49:28,01dedbdbe6f043da2942056252000af94ee0fee9aff153ad0e2c15cfa94346c2,125768072,"Smartphone Samsung Galaxy J1 Mini Dual Chip Android 5.1 Tela 4"" 8GB 3G Wi-Fi Câmera 5MP - Preto",samsung,Celulares e Smartphones,Smartphone,nao posso avaliar o que nao recebi,1,No,ainda não recebi meu pedido muita irresponsabilidade da loja colocou como entregue e ainda nao recebi nada.,1984.0,M,PE
2018-01-01 06:50:51,72d19e1f886aa5fc48d599b61f4ca24bc77061ec1fb27be7768d88d14e02cf0b,121714561,Robô Aspirador de Pó Ropo Glass Limpeza Programável com Controle Remoto Preto,ropo,Eletroportáteis,Aspirador e Vassoura Elétrica,Cumpre o prometido,5,Yes,"O ropo cumpre o que promete, deve se dar muita atenção ao uso da bateria para prolongar a vida útil da mesma.",1987.0,M,MS
2018-01-01 06:51:09,5be7d2822debc9fa857b033df66a66d8aee7e9fdf19d69f210cd2a1ac27138d0,18442566,Modelador de Cachos - Preto,,Beleza e Perfumaria,Cabelo,excelente,5,Yes,"Excelente produto, esquenta, dá o formato desejado, adorei e recomendo",1958.0,F,RJ
2018-01-01 06:52:44,4a76c53bbe2b2a2893462347f8674f4d46515f4a3b0a466b70e04ed4c254b6d2,16087042,Protetor De Sofá Manu Para 2 E 3 Lugares Dupla Face Tecido Microfibra - Caqui/Marrom,,"Cama, Mesa e Banho",Mantas e Capas pra Sofá,O que achei,3,No,"Muito básico, gostei mais ou menos.   A aparência da propaganda não retrata o produto.",1957.0,M,SP
2018-01-01 06:52:58,0c2802765b8c08e68d9fe0847edf54602fa06d6a4167c5dee465bdf7a83b5aee,110757661,Mixer Britânia Mixer e Triturador de Alimentos 2 Preto 200W 2 Velocidades 1 Batedor 1 Mixer com Recipiente e Copo,britania,Eletroportáteis,Mixer e Processador de Alimentos,Bom produto,3,Yes,"Bom produto  Feliz semana e 2018 cheio de amor , alegrias e grandes realizações",1964.0,F,MG
2018-01-01 06:53:13,53f53f256c4c397d1de81f2d0f8f62e8a349dd9ab4f2a760e335301f2ea17ac9,12317242,Capa De Banco Para Moto Termica Impermeavel Ventilada Motocicleta Cor Preta (Q-80150 ),,Automotivo,Peças para Motos,excelente produto,4,Yes,adorei recomendo o todos que uma perfeita proteção para sua moto e detalhe o produto chegou antes do prazo perfeito protege mesmo e continua impermeável super recomendo ha detalhes meu marido quer que eu compro uma pra ele,1974.0,F,RJ
2018-01-01 06:54:00,bd3ea4978cf62afac0729e96da7ff54e4d53a86be97aee913b45fdbd366eabb2,7344163,Purificador de Água Polar WP1000B/WP2000B Eletrônico Branco,polar,Eletroportáteis,Bebedouro e Purificador de Água,produto de ótima qualidade.,4,Yes,"um bom produto,gela na medida certa,fácil entalação.",1970.0,F,SP
2018-01-01 06:54:00,02418bd158a6b55456cd7f91866ef2052dd9a73dbefb0c6b0dd7641293f03370,28037270,Mini Filmadora HD 1080P Resistente Esportes Prova D' Água 30m USB,,Câmeras e Filmadoras,Câmera Digital,Acessórios do anúncio não vem com a câmera,1,No,Câmera não tem wi-fi como anunciado e nem todos os acessórios que constam na descrição e nas fotos vêm com a câmera!,1962.0,M,SP
2018-01-01 06:54:48,b4dbad29e56b78287c5e07ddaf47b569768fdcec1226e7c07f23d3ba8af2e35b,132220822,"Smartphone Motorola Moto Z2 Play Dual Chip Android 7.1.1 Nougat Tela 5,5"" Octa-Core 2.2 GHz 64GB Câmera 12MP - Ouro",motorola,Celulares e Smartphones,Smartphone,Excelente produto.,5,Yes,"Celular fantástico. Rápido, muita capacidade, leve, tira fotos de altíssima qualidade e muito fácil de usar.",1981.0,M,SP
2018-01-01 06:56:31,c23bfb9f1549e390acc83c272acaf2349cd8ffa94e46c12b886a6ead5847dd38,19519597,Mesoestetic - Cosmelan 2,,Saúde,,Pessimo!!!,1,No,,1981.0,F,SP
2018-01-01 06:57:36,543d3269f10ff198dc366d23d949205c90a3687e2720d8dbef310929292cbe52,21821920,Kit Com 10 Lâmpadas Super Led 9w Branco Frio Bulbo Bivolt 110/220v E27,,Casa e Construção,Iluminação,De acordo com a descrição,4,Yes,Produto entregue dentro do prazo e de acordo com a descrição. Recomendo. Todas funcionando perfeitamente.,1986.0,M,MG
2018-01-01 06:57:49,dc11db359b283692399a899ac26eca908fe44ac66f7b4ecef9852546ee987a3d,25763748,Dvd - Guardiões Da Galáxia - Vol. 2,,Filmes e Séries,Aventura,Dvd - Guardiões Da Galáxia - Vol. 2,5,Yes,"Excelente, Excelente, Excelente, Excelente, Excelente, Excelente,  Excelente, Excelente, Excelente, Excelente, Excelente, Excelente,  Excelente, Excelente, Excelente, Excelente, Excelente, Excelente,  Excelente, Excele nte, Excelente, Excelente, Excelente, Excelente,  Excelente, Excelente, Excelente, Excelente, Excelente, Excelente,",1964.0,M,PR
2018-01-01 06:57:56,93e07891a225d7e34a0a973bf795a936a85d7a9e0f87a8d7f5d72259f6320263,27681992,Esfregão Mop de Limpeza Giratório com Balde Verde Água + 2 Refis MOP8210 - Flash Limp,,Utilidades Domésticas,Utensílios e Acessórios Domésticos,Cumpre o que promete.,4,Yes,"O produto é muito bom, mas tive problemas com a entrega. No site estava marcado um prazo que não foi cumprido. Só depois de 20 dias a LA entrou em contato comigo perguntando se ainda queria o produto. Só recebi o produto 28 dias depois. Portanto eu recomendo o produto, mas não recomendo a LA. A não ser que vc queira passar muita raiva.",1962.0,F,MG
2018-01-01 06:58:20,1bee70748121ba52c3498f40f795dd99e84c1300bf80fcd869d3278c06033e4e,119757799,Micro-ondas Electrolux MTD30 20 Litros Branco,electrolux,Eletrodomésticos,Micro-ondas,"Apesar de estar usando a pouco tempo, vem atendendo o esperado!",3,Yes,"Produto como sempre entregue antes do prazo, parabéns americanas.com pela agilidade.",1975.0,M,RJ
2018-01-01 06:58:22,db95f28859c3e43ced48226595d9364e9222dcec1dd6826bffa4fa5e1cbc132e,132360745,"Smart TV LED 43"" Philips 43PUG6102/78 Ultra HD 4k com Conversor Digital 4 HDMI 2 USB Wi-Fi 60hz Preta",,TV e Home Theater,TV,Facil de se usar,4,Yes,"se autoprograma, facilitando muito para quem tem dificuldades com informatica, apenas o audio de todas as tvs samsung são muito baixo, ruim. é a segunda tv samsung e infelizmente o audio deixa a desejar.",1976.0,F,ES
2018-01-01 06:58:39,70aa85300fb94b009dae317a7303382f92c59c805f54507e9c722bf34ad1c691,118084238,Adega de Vinhos Philco 16 Garrafas PH16E,philco,Eletrodomésticos,Adega Climatizada,Aprovado,4,Yes,Ótimo custo beneficio. Tamanho ideal. Silenciosa. Mantém a temperatura,1982.0,M,SP
2018-01-01 06:58:41,9067a6407f50de1c89547274ac535292ed29ac4ea957fddf15ecaa5b6c7bff9a,8596380,Travesseiro De Molas Cervical Com Gomos Massageadores - Duoflex,,"Cama, Mesa e Banho",Travesseiros,Travesseiro de Molas Cervical,4,Yes,"Antes com travesseiro comum, eu acordava com dores no pescoço e passava pra cabeça, agora acordo sem dores. Este produto foi muito bom pra mim, parabéns recomendo.",1961.0,M,SP
2018-01-01 06:59:06,6ddac0eaa60cbcc63a9fa9fbbff2662bdb1e637ac4de67cd37c6ea150b553b69,119465323,Cafeteira Expresso Arno Nescafé Dolce Gusto Mini Me 15 Bar Automática - Preto,arno,Eletroportáteis,Cafeteira,Produto maravilhoso,4,Yes,"Um produto de ótima qualidade,fácil de usar. Vale muito a pena.",1981.0,F,SP
2018-01-01 07:00:46,7370eeddc271bc74c96f5f7795d9523620c55622dee3b12e43674a8ab19347ba,25668212,Oculos Lupa Cabeça 8 Lentes 2 Leds Alto Brilho para Ourives,,Papelaria,Luminárias e Acessórios para Leitura,é legal,4,Yes,"é bacana mas a gente tem que se aproximar muito da peça, o que atrapalha para executar uma solda por ex:.",1951.0,M,PE
2018-01-01 07:02:13,936ff08ecae722bfaf1c126831e94213903066e5e7d81f802a440e7086f908e3,132246803,Game PES 2017 - XBOX 360,,Games,Xbox One,Formidável,5,Yes,Muito bom a cada ano a jogabilidade fica mais parecido com a real!!!,1984.0,M,SP
2018-01-01 07:02:30,5b23e5883faecdb5d899e5fb59132ca054fa2da2e5b40d0c6efed63157772717,22562178,Copo Acrílico Com Canudo 500ml Rocie,,Utilidades Domésticas,"Copos, Taças e Canecas",Avaliações falsas,1,No,"Foi bom eu achar esse anúncios, pois não sabia que dava pra fazer falsas avaliações sobre os produtos, isso faz com que a americanas perca a confiabilidade ao meu ver. Onde esse copo está barato?! Péssimo!!!",1985.0,M,RJ
2018-01-01 07:03:22,69fdd1f56207c0fda42732632035bacedf97698b9c9da0a644e353b18aeddbed,28038171,Beerus - Dragon Ball Z - Tamashii Buddies - Bandai,,Brinquedos,Bonecos,Gostei muito do Produto,5,Yes,"Ótimo produto para que é colecionador,muito bonito e uma boa fabricante. Excelente mesmo!",1981.0,F,SP
2018-01-01 07:03:25,4d81095f884ea2c7d119978f296bb0e5f60a69b7da77da799ccd9ffb3311ea39,25669947,Tapete Carpete Hyundai Creta 2017 Preto,,Automotivo,,gostei muito do produto,3,Yes,gostei muito do produto gostei muito do produto gostei muito do produto,1958.0,M,SP
